advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Derbyshire Police and Crime Commissioner	Office of the Police and Crime Commissioner for Derbyshire	119937274824522	Facebook	54	1	239946	53000	7112	231
Olli Kotro Euroopan parlamenttiin 2019	Kauko Niko Aleksanteri	2211654885785838	Facebook	28	1	238972	62000	3172	100
Solkraft Sverige		1531207330504867	Facebook	42	1	238958	48000	2533	453
It’s Our City	It's Our City	332341263921598	Facebook	66	1	238934	47000	7561	0
Josianne Cutajar		337620233111013	Facebook	13	1	237987	50000	1287	0
Unga Feminister	Unga Feminister	100642360004457	Facebook	13	1	237987	50000	897	250
Moira Ramage for Paisley and Renfrewshire South	The Scottish Labour Party. Promoted by Moira Ramage on behalf of Moira Ramage	956770197827820	Facebook	25	1	237975	52000	3789	231
Sergio Tommasini Sindaco	Sergio Tommasini Sindaco	220805388637106	Facebook	10	1	236990	56000	1390	100
José Manuel Bermúdez	Coalicion Canaria	179844672027190	Facebook	12	1	236988	50000	1188	0
Μαρία Δαμανάκη	Μαρια Δαμανακη	1296632560502596	Facebook	12	1	236988	50000	1188	0
John Hunt	John Hunt	617286011771768	Facebook	12	1	236988	50000	1374	0
Juka Dojo Nienstedten		177691558958677	Facebook	17	1	236983	46000	3283	400
Nikkei Asian Review		204862942932993	Facebook	21	1	236979	45000	1547	338
Κατερίνα Μάρκου		274005112687174	Facebook	28	1	236972	56000	2772	0
Θάνος Θεοδώρου	ph	575445225887557	Facebook	35	1	236965	52000	3465	0
wachsverpackt		811583129176833	Facebook	45	1	236955	44000	4855	100
Aveda		1355743951182487	Facebook	7	1	235993	116000	1493	200
Barry Andrews for Europe	Barry Andrews	188114061407	Facebook	15	1	235985	65000	1885	100
UNRWA España		105664031745	Facebook	133	1	235867	34000	13167	0
Ábel Ravasz	Ábel Ravasz	978554185546219	Facebook	8	1	234992	56000	792	0
West Lothian Courier Partners	Gordon Lindhurst MP	1176297045744954	Facebook	8	1	234992	56000	916	0
Andrew George	Andrew George	112564222260460	Facebook	12	1	234988	106000	1374	0
Ecolo	Ecolo	38296327361	Facebook	21	1	233979	52000	2479	100
Die Innsbrucker Grünen		185943534768550	Facebook	22	1	233978	49000	2578	100
David Davis		110086563163154	Facebook	48	1	233952	47000	4229	0
Christoforos Boutsikakis - Χριστόφορος Μπουτσικάκης	Christoforos Emmanouil Boutsikakis	1960918037457211	Facebook	10	1	232990	55000	990	0
Darlington Conservative Party	Darlington Conservative Party 	528125197395187	Facebook	46	1	232954	50000	5732	115
Martin McCluskey for Inverclyde	Martin McCluskey. Promoted by Martin McCluskey on behalf of Martin McCluskey	1631288723808655	Facebook	10	1	231990	79000	2071	231
Conseil Régional pour l'écologie		279723639568153	Facebook	10	1	231990	52000	2990	500
Johan Nissinen		429354810518636	Facebook	6	1	230994	112000	4833	990
SerpsReviews		198617470161635	Facebook	6	1	230994	112000	6357	1157
Manuela Ripa	Manuela Magda Franca Maria Ripa	271226510199428	Facebook	10	1	230990	49000	3490	900
Έλληνες Ριζοσπάστες		2076559345980059	Facebook	5	1	229995	112000	895	100
USR Cluj	Partidul Uniunea Salvati România	287761518247055	Facebook	6	1	229994	85000	460	84
Kristof Calvo	Kristof Calvo	345099982367937	Facebook	7	1	229993	55000	693	0
Kárpát-medencei Magyar Összefogás		221361328752151	Facebook	7	1	229993	55000	145	0
Beatrice Brignone		454468194886964	Facebook	7	1	229993	55000	693	0
Blackpool Labour	Blackpool Labour	1080519848626290	Facebook	7	1	229993	55000	2653	462
Worth Wearing		706582252766912	Facebook	7	1	229993	82000	1093	100
Castrol Carama		920537168014100	Facebook	7	1	229993	55000	693	0
Kommunal	Kommunal	179931025357058	Facebook	8	1	229992	52000	2221	555
Christiane Hinninger		333672360622676	Facebook	8	1	229992	52000	1992	300
Fratelli d'Italia Camera		180275292801010	Facebook	8	1	229992	52000	792	0
Sinistra Civica per Zingaretti		160144464607205	Facebook	8	1	229992	52000	792	0
KDNP és Frakciója		230385242742	Facebook	10	1	229990	46000	284	68
Interessenvertretung ungeborener Menschen e.V.		783026275091881	Facebook	13	1	229987	64000	1287	0
Nova ljevica	Markovina Dragan	706769699498076	Facebook	14	1	229986	61000	1233	0
PARTEI MENSCH UMWELT TIERSCHUTZ	PARTEI MENSCH UMWELT TIERSCHUTZ	108568039165729	Facebook	15	1	229985	58000	2564	289
Kampania Przeciw Homofobii		229797220398331	Facebook	11	1	227989	75000	1516	267
Anne Skau Styrishave	Styrishave Anne Skau	1407237706021123	Facebook	15	1	227985	63000	734	133
Green Network Luce&Gas		378877132928140	Facebook	9	1	226991	78000	1691	200
Beth Miller	CorbyEN Labour Party	816779408496482	Facebook	10	1	226990	48000	2534	347
Peter Taylor - Mayor of Watford	Elected Mayor of Watford 	1840967549564053	Facebook	25	1	226975	84000	2864	0
Barbara Meyer-Gluche	B90/Grüne Saarbrücken	183342321839259	Facebook	28	1	226972	59000	3972	300
Stem op een Vrouw		1329572193784367	Facebook	6	1	225994	111000	1394	200
Leqto		480992395581775	Facebook	9	1	225991	48000	891	0
Vivant   Ostbelgien	Vivant Ostbelgien	1440393739538888	Facebook	13	1	225987	47000	1687	100
Αφροδίτη Μπλέτα-Afroditi Bleta	Afroditi Bleta	565688613941809	Facebook	13	1	225987	63000	1287	0
Portsmouth Liberal Democrats	Portsmouth Liberal Democrats	184397788245817	Facebook	13	1	225987	63000	2415	231
PNL Dambovita	PNL Dambovita	1469610256621123	Facebook	6	1	224994	81000	376	63
Pew Research Center		124336306355	Facebook	6	1	224994	81000	884	89
sea-eye		728126633959903	Facebook	6	1	224994	81000	994	100
eq.eco		1316308285142040	Facebook	6	1	224994	81000	528	0
Gustav Hemming	Centerpartiet	722853564439941	Facebook	7	1	224993	51000	1305	370
Liike Nyt		194677504471503	Facebook	7	1	224993	51000	2693	500
Francesca Bottalico		144518132652525	Facebook	8	1	224992	48000	792	0
Krzysztof Sitarski Poseł na Sejm RP	Krzysztof Serafin Sitarski	897838423640166	Facebook	13	1	224987	44000	578	69
Ján Rudolf - eurofondy, rady a tipy		1032120240148860	Facebook	14	1	224986	57000	1386	0
Marcin Sypniewski	Marcin Sypniewski	946704618680358	Facebook	18	1	223982	53000	786	93
EU Justice and Consumers		278117815576023	Facebook	7	1	222993	107000	1093	100
YOGA BURN		146316959083110	Facebook	10	1	222990	47000	2750	712
Trafford Labour	The Labour Party	116924368369455	Facebook	16	1	222984	56000	3221	347
Kim Snape for South Ribble	The Labour Party	1695605500459281	Facebook	8	1	221992	50000	2305	347
medisim - Institut für medizinische Fortbildung		264857807671	Facebook	8	1	221992	77000	2218	623
Dyrenes Beskyttelse		200709746630443	Facebook	9	1	221991	47000	2435	562
Gigadgets News		1457741344288817	Facebook	15	1	221985	56000	2389	267
refurbed		288143841600204	Facebook	18	1	221982	42000	1782	0
Gianni Carofano for Mayor of Bedford	Gianni Carofano	130630670997572	Facebook	27	1	221973	74000	3093	0
SPD Berlin	SPD Berlin	134137749971478	Facebook	41	1	221959	54000	4059	0
agrarheute		152897127443	Facebook	7	1	220993	50000	693	0
Stiftung Mercator	Stiftung Mercator	206584163580	Facebook	8	1	220992	47000	1592	200
En immersion		403007780216717	Facebook	8	1	220992	47000	792	0
Solar Express KFT		721976974593091	Facebook	8	1	220992	74000	529	106
ClikdApp		677570329083566	Facebook	8	1	220992	74000	2305	347
Svensk Ungdom - RKP-nuoret		172659206933	Facebook	13	1	220987	59000	1287	0
Constantin Boliacu - Fost Consilier Local ALDE		1628366507416344	Facebook	14	1	220986	56000	291	0
Slow Dating		351022774458	Facebook	32	1	220968	83000	6906	810
Unitas		AR53945888749387776	Google	22	1	220000	0	1100	0
Jānis Grasbergs	Jānis Grasbergs	329580341010027	Facebook	5	1	219995	80000	495	0
Judith Sargentini	GroenLinks	296489277060163	Facebook	5	1	219995	80000	1795	600
Online Lingo		558092914573994	Facebook	5	1	219995	80000	440	0
Moderaterna i Skåne	Moderaterna i Skåne	336995309750321	Facebook	6	1	219994	50000	1620	379
Lucia Greškovitsová - kandidátka do Európskeho parlamentu	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	410166249565947	Facebook	6	1	219994	50000	594	0
GUE/NGL		164355333623231	Facebook	6	1	219994	77000	1394	200
Vaqueros Colombianos		680764692266815	Facebook	6	1	219994	50000	594	0
Magyar Természetvédők Szövetsége- Föld Barátai Magyarország	Magyar Természetvédők Szövetsége- Föld Barátai Magyarország	124991704202615	Facebook	7	1	219993	47000	417	102
Jesuit Refugee Service Europe - JRS	JRS Europe	1568112950115984	Facebook	7	1	219993	47000	1493	200
Die Grünen Wien	Die Grünen Wien	88676876113	Facebook	7	1	219993	47000	1093	100
Keinen Millimeter	Michael Dorner	356665748284436	Facebook	7	1	219993	47000	1093	100
Tiina Haapala kansanedustajaehdokas		388230268408380	Facebook	7	1	219993	47000	3193	900
Lancaster Labour Party	Nathan Neil Burns	185901934916297	Facebook	30	1	219970	49000	3899	115
déi jonk gréng	Déi jonk gréng	197451906960613	Facebook	22	1	218978	48000	2178	0
Luca Vecchi	Comitato Elettorale Luca Vecchi 2024	245475858955495	Facebook	27	1	218973	60000	3073	100
Die Grünen Steiermark	Die Grünen Steiermark	97997637890	Facebook	34	1	218966	66000	3366	0
Robert Largan for High Peak	Conservatives	560649684388874	Facebook	141	1	218859	20000	17541	347
James Frith MP	Bury North Labour Party	353097424791073	Facebook	31	1	217969	61000	3551	0
Die Tiroler Grünen	Die Tiroler Grünen	112941499555	Facebook	37	1	217963	65000	3663	0
Elżbieta Kruk		908646482522927	Facebook	5	1	216995	106000	1255	232
Dehenna Davison Fareham	The Conservative Party 	685350048217874	Facebook	8	1	216992	73000	2883	810
Vänsterpartiet Falun		274157822060	Facebook	20	1	216980	48000	1516	342
Unidos Mostoles	Unidos Móstoles	795355574130668	Facebook	6	1	215994	76000	594	0
Cheshire West and Chester Council	Cheshire West and Chester Council	343543623867	Facebook	7	1	215993	46000	801	0
Newcastle Conservatives	Newcastle Conservatives	135805456482451	Facebook	18	1	215982	51000	2987	231
Psoe Llanes		604271292984767	Facebook	4	1	214996	103000	396	0
Donna Moderna		39230086121	Facebook	4	1	214996	103000	796	100
Mamakis		193632804541995	Facebook	4	1	214996	106000	396	0
PRTG Network Monitor		142261582465552	Facebook	5	1	214995	76000	1695	300
La Basilicata Possibile - Tramutoli Presidente		275659613337674	Facebook	5	1	214995	76000	895	100
Podemos Comunidad de Madrid	Podemos Comunidad de Madrid	261762710669900	Facebook	6	1	214994	46000	1394	200
PNL Bacău	PNL Bacău	1602563209957356	Facebook	6	1	214994	46000	376	63
Paweł Wojtunik	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N ZIELONI	406777400148454	Facebook	6	1	214994	46000	510	93
Organizatia de Femei Partidul Mișcarea Populară Sector 1		1531492730401344	Facebook	6	1	214994	46000	376	63
Fratelli d'Italia Senato		180329672596502	Facebook	6	1	214994	46000	594	0
Liam Kerr MSP	The Scottish Parliament	1622002998121205	Facebook	7	1	214993	43000	2653	462
Devon for Europe	Devon for Europe	171135940004353	Facebook	7	1	214993	43000	1727	231
Πλεύση Ελευθερίας		462297943960823	Facebook	7	1	214993	43000	693	0
Erik Tomáš	Erik Tomáš	256241975019809	Facebook	15	1	214985	73000	1485	0
Europa-Wahl 2019	Michael Eisenriegler Bakk Phil	489866264465481	Facebook	17	1	214983	67000	1683	0
Raffaele Fitto		34987266938	Facebook	19	1	214981	61000	1881	0
Harri Salonen		610646839145678	Facebook	30	1	214970	55000	2970	0
FDP Karlsruhe-Stadt	FDP Kreisverband Karlsruhe-Stadt	342930772424635	Facebook	39	1	214961	40000	5061	300
CEAR		169915749735403	Facebook	57	1	214943	51000	5643	0
Tuomas Tikkanen	Tikkanen Juho Tuomas	2139907472900957	Facebook	20	1	213980	93000	2780	200
Tees Issues by Andy Preston	Andrew Loughran Preston	356808677783129	Facebook	21	1	213979	63000	2405	0
Westhoughton Life	Martyn Cox	1331606100266908	Facebook	46	1	213954	42000	5269	0
CDU Rhein-Hunsrück	CDU Rhein-Hunsrück	253060498157297	Facebook	17	1	212983	45000	1683	0
Task Force Contre l'Antisémitisme		1680652255497041	Facebook	44	1	212956	40000	1088	0
Kairen Beachwear		561964244297847	Facebook	6	1	211994	75000	240	24
HOPE not hate	HOPE not hate	91897231853	Facebook	7	1	211993	72000	2190	347
Lambeth Liberal Democrats	Lambeth Liberal Democrats	670304546481949	Facebook	8	1	211992	42000	916	0
Mike Hookem MEP	Mike Hookem MEP	628368003989904	Facebook	12	1	211988	57000	1374	0
Mia Tang	Mia Tang	358828094665364	Facebook	24	1	211976	43000	2420	575
Koen Van den Heuvel	Koen Van den Heuvel	1953990651532264	Facebook	34	1	211966	56000	3366	0
AxiTrader		246531992036010	Facebook	3	1	210997	105000	3238	623
Ein Prozent für unser Land		1108547985862807	Facebook	5	1	210995	75000	1695	300
Evaggelos Venizelos	Evaggelos Venizelos	80258823622	Facebook	6	1	210994	45000	594	0
Umweltinstitut München e.V.		201710366528032	Facebook	6	1	210994	45000	594	0
Neva Grašič		2235496013147745	Facebook	13	1	210987	51000	1287	0
Skuola.net		126578555602	Facebook	24	1	210976	45000	2376	0
Ladywood Online	Ladywood Liberal Democrats	153260935350160	Facebook	78	1	210922	36000	8935	0
Raffaella Bonsangue	Giuseppe Mangano, mandatario elettorale Avv. Raffaella Bonsangue	963373667373045	Facebook	2	1	209998	105000	598	100
Magyar Helsinki Bizottság / Hungarian Helsinki Committee		122159141138679	Facebook	2	1	209998	105000	176	0
Gabyanna Negra e Gorda		1543316489132220	Facebook	2	1	209998	105000	61	10
Toscana Ricicla		711698762313726	Facebook	2	1	209998	105000	598	100
Et toi, le Jihad ?		1712287259020639	Facebook	2	1	209998	105000	198	0
Tiscali		184227348258332	Facebook	3	1	209997	102000	1197	500
HelpLab		312107696270472	Facebook	3	1	209997	102000	278	116
PSOE Canarias	PSOE Canarias	271931812851156	Facebook	4	1	209996	75000	796	100
Κουμπούλη Σωτηρία - Υποψήφια Δημοτική Σύμβουλος "Μαρούσι - Καθαρή Γραμμή"	DigitalWise Agency	484866528715673	Facebook	4	1	209996	75000	796	100
Steven Kindt	Kindt Steven Karel A	934178266778547	Facebook	4	1	209996	75000	796	100
Alex White		58389344622	Facebook	4	1	209996	75000	774	100
Saulius Skvernelis	Saulius Skvernelis	814777171988967	Facebook	4	1	209996	75000	796	100
Domagoj Maroević	HDZ - Hrvatska demokratska zajednica	377283356332665	Facebook	4	1	209996	75000	352	0
Deutsches Historisches Museum		129808045485	Facebook	4	1	209996	75000	796	100
Όρθια Ελλάδα		253976408889257	Facebook	4	1	209996	75000	708	89
MYmovies.it		40207474032	Facebook	4	1	209996	102000	396	0
Paolo Palumbo - Finalmente Abili		1848573902023382	Facebook	4	1	209996	75000	796	100
Plus500		383159204571	Facebook	4	1	209996	75000	1509	534
Cornel Radu Loghin	RADU-LOGHIN CORNEL	429437337859107	Facebook	5	1	209995	72000	356	63
Elio Di Rupo	Parti Socialiste (PS)	16301530829	Facebook	5	1	209995	45000	495	0
Radikale Venstre	Radikale Venstre	12458150929	Facebook	5	1	209995	45000	1673	415
CDU Stadtverband Neuwied	CDU Stadtverband Neuwied 	381665481945049	Facebook	5	1	209995	45000	495	0
K MAG	K MAG	317722036029	Facebook	5	1	209995	45000	487	93
SP Ostbelgien	SP Ostbelgien	183856108612877	Facebook	5	1	209995	45000	895	100
International Campaign for Tibet Nederland		1483437108535863	Facebook	5	1	209995	45000	2095	400
Brecht Vermeulen	Nieuw-Vlaamse Alliantie	167165610745178	Facebook	5	1	209995	45000	495	0
Dmitrijs Golubevs	Dmitrijs Golubevs	603479506715383	Facebook	5	1	209995	72000	1295	200
Andrej Bóna	Vokoun Tomas	321165708610626	Facebook	5	1	209995	45000	835	295
Róża Thun		273260992765744	Facebook	5	1	209995	45000	552	93
General Election Memes		1472718126092701	Facebook	5	1	209995	45000	572	0
Seamus Ryan	Ryan Seamus	380444175359380	Facebook	6	1	209994	42000	994	100
Graue Panther wählen	Rudolf Görg 	2014695908579485	Facebook	10	1	209990	57000	2190	300
Unity	UK Unity	1962799397319693	Facebook	11	1	209989	54000	1260	0
Pam Duncan-Glancy	The Scottish Labour Party. Promoted by Pam Duncan-Glancy on behalf of Pam Duncan-Glancy	714914231854633	Facebook	12	1	209988	51000	3226	462
Ondrej Prostredník • Prostredník medzi Vami a Európou	Progresívne Slovensko	951009345100113	Facebook	17	1	209983	47000	1683	0
vorwärts		99923813221	Facebook	54	1	209946	39000	5346	0
MarketsCube		294693984421347	Facebook	43	1	207957	45000	4501	178
PP Álava		126470724088118	Facebook	6	1	206994	71000	994	100
Varese Pride	Arcigay Varese	523268051186707	Facebook	7	1	206993	41000	693	0
Nicu Ștefănuță		279454772645662	Facebook	12	1	206988	53000	1043	42
Comic Relief: Red Nose Day		34341434454	Facebook	4	1	205996	101000	1383	231
Green Lane Masjid	Green Lane Masjid & Community Centre	173087829397613	Facebook	5	1	205995	71000	1035	115
Renato Soru		15498004972	Facebook	5	1	205995	71000	895	100
Maria Teresa Bellucci		437121109819207	Facebook	5	1	205995	71000	495	0
Democracy Alive		277008469606499	Facebook	5	1	205995	71000	1262	213
aina.pl		160647464583	Facebook	5	1	205995	71000	208	23
Formación Carpe Diem		100755893315879	Facebook	6	1	205994	41000	594	0
Rosatom Global		1828572300805912	Facebook	2	1	204998	101000	4537	890
LesFrancais.press		171271943592444	Facebook	2	1	204998	101000	229	0
PRO România București Sector 3		195140568018525	Facebook	2	1	204998	101000	125	21
Fara Ipocriti		766417387050905	Facebook	2	1	204998	101000	125	21
PositiveLuxury		174227905981175	Facebook	2	1	204998	101000	176	0
Lietuvos Centro Partija (LCP)		102161476501915	Facebook	3	1	204997	101000	1097	200
Adam Bielan		228951150597089	Facebook	3	1	204997	101000	1418	348
e.on		356382154550156	Facebook	3	1	204997	101000	1097	200
Cieltje Van Achter-pagina	Nieuw-Vlaamse Alliantie	187309815219219	Facebook	4	1	204996	71000	1196	200
Solutions Énergétiques de France		146021859351766	Facebook	4	1	204996	71000	1196	200
Jaromír Štětina, člen EPP frakce Evropského parlamentu		334720110067940	Facebook	4	1	204996	71000	1196	200
Giovanbattista Fazzolari	Giovanbattista Fazzolari	593972037615014	Facebook	5	1	204995	41000	495	0
Ilhan Kyuchyuk	Ilhan Kyuchyuk	1637403469881344	Facebook	5	1	204995	41000	462	0
Tullverket		1133304143374162	Facebook	5	1	204995	41000	1860	370
We Amplify		186008238755917	Facebook	5	1	204995	41000	495	0
Più Europa Parma		1965732067047911	Facebook	5	1	204995	41000	495	0
TONY MOGRA		647266408659499	Facebook	5	1	204995	41000	495	0
Més Per Menorca	Més per Menorca	787267558020320	Facebook	22	1	204978	44000	2178	0
Peter Puškár	Puskar Peter	299027620531773	Facebook	32	1	204968	47000	3168	0
ETC-tidningarna		369582590803	Facebook	20	1	203980	42000	1859	407
The Radical Tea Towel Company		242351902481164	Facebook	21	1	203979	39000	3331	231
Bündnis Grundeinkommen	Bündnis Grundeinkommen	548285578684618	Facebook	27	1	203973	64000	3873	300
